plant_family,plant_genus,plant_species,insect_family,insect_genus,insect_species,location,host_plant_name,insect_name
Cactaceae,Opuntia,imbricata,Pyralidae,Cahela,ponderosella,USA,Opuntia imbricata,Cahela ponderosella
Poaceae,Triticum,,Pyralidae,Anerastia,lotella,Germany,Triticum,Anerastia lotella
Cornaceae,Nyssa,sylvatica,Pyralidae,Actrix,nyssaecolella,Nearctic,Nyssa sylvatica,Actrix nyssaecolella
Fabaceae,Canavalia,gladiata,Pyralidae,Citripestis,sagittiferella,Thailand,Canavalia gladiata,Citripestis sagittiferella
Cyperaceae,Actinoscirpus,grossus,Pyralidae,Calamotropha,atkinsoni,West Malaysia,Actinoscirpus grossus,Calamotropha atkinsoni
Annonaceae,Annona,muricata,Pyralidae,Anonaepestis,bengalella,Indonesia,Annona muricata,Anonaepestis bengalella
Amaranthaceae,Beta,vulgaris,Pyralidae,Achyra,nudalis,Palaearctic,Beta vulgaris,Achyra nudalis
Hypericaceae,Garcinia,mangostana,Pyralidae,Aetholix,flavibasalis,West Malaysia,Garcinia mangostana,Aetholix flavibasalis
Fabaceae,Cassia,bakeriana,Pyralidae,Citripestis,sagittiferella,Thailand,Cassia bakeriana,Citripestis sagittiferella
Poaceae,Paspalum,,Pyralidae,Calamotropha,leptogramellus,Australia,Paspalum,Calamotropha leptogramellus
Plantaginaceae,Antirrhinum,,Pyralidae,Antigastra,catalaunalis,East Africa,Antirrhinum,Antigastra catalaunalis
Euphorbiaceae,Croton,,Pyralidae,Achyra,nudalis,India,Croton,Achyra nudalis
Araceae,Cryptocoryne,,Pyralidae,Agassiziella,angulipennis,British Isles,Cryptocoryne,Agassiziella angulipennis
Fabaceae,Cassia,fistula,Pyralidae,Citripestis,sagittiferella,Thailand,Cassia fistula,Citripestis sagittiferella
Cyperaceae,Cyperus,rotundus,Pyralidae,Calamotropha,leptogrammella,Australasia,Cyperus rotundus,Calamotropha leptogrammella
Pedaliaceae,Sesamum,indicum,Pyralidae,Antigastra,catalaunalis,Pantropical,Sesamum indicum,Antigastra catalaunalis
Amaranthaceae,Beta,vulgaris,Pyralidae,Achyra,rantalis,New World,Beta vulgaris,Achyra rantalis
Fabaceae,Erythrina,crista-galli,Pyralidae,Agathodes,designalis,Nearctic,Erythrina crista-galli,Agathodes designalis
Leeaceae,Leea,indica,Pyralidae,Cnaphalocrocis,,West Malaysia,Leea indica,Cnaphalocrocis
Pedaliaceae,Sesamum,indicum,Pyralidae,Antigastra,catalaunalis,Sri Lanka,Sesamum indicum,Antigastra catalaunalis
Malvaceae,Gossypium,,Pyralidae,Achyra,rantalis,New World,Gossypium,Achyra rantalis
Myrtaceae,Psidium,guajava,Pyralidae,Agathodes,monstralis,Brazil,Psidium guajava,Agathodes monstralis
Poaceae,Oryza,sativa,Pyralidae,Cnaphalocrocis,exigua,Indo-Australian,Oryza sativa,Cnaphalocrocis exigua
Typhaceae,Typha,domingensis,Pyralidae,Calamotropha,lupatus,Pakistan,Typha domingensis,Calamotropha lupatus
Plantaginaceae,Linaria,fruticosa,Pyralidae,Antigastra,catalaunalis,Afrotropical,Linaria fruticosa,Antigastra catalaunalis
Fabaceae,Medicago,sativa,Pyralidae,Achyra,rantalis,USA [interception],Medicago sativa,Achyra rantalis
Fabaceae,Erythrina,,Pyralidae,Agathodes,musivalis,East Africa,Erythrina,Agathodes musivalis
Poaceae,Paspalum,,Pyralidae,Cnaphalocrocis,exigua,Indonesia,Paspalum,Cnaphalocrocis exigua
Typhaceae,Typha,latifolia,Pyralidae,Calamotropha,lupatus,Oriental,Typha latifolia,Calamotropha lupatus
Pedaliaceae,Sesamum,,Pyralidae,Antigastra,catalaunalis,Afrotropical,Sesamum,Antigastra catalaunalis
Fabaceae,Pisum,sativum,Pyralidae,Achyra,rantalis,New World,Pisum sativum,Achyra rantalis
Fabaceae,Erythrina,,Pyralidae,Agathodes,ostentalis,Indonesia,Erythrina,Agathodes ostentalis
Poaceae,Echinochloa,colonum,Pyralidae,Cnaphalocrocis,medinalis,Old World,Echinochloa colonum,Cnaphalocrocis medinalis
Anacardiaceae,Buchanania,lanzan,Pyralidae,Calguia,defiguralis,India,Buchanania lanzan,Calguia defiguralis
Pedaliaceae,Sesamum,indicum,Pyralidae,Antigastra,catalaunalis,India,Sesamum indicum,Antigastra catalaunalis
Fabaceae,Trifolium,,Pyralidae,Achyra,rantalis,Nearctic,Trifolium,Achyra rantalis
Fabaceae,Erythrina,subumbrans,Pyralidae,Agathodes,ostentalis,Sri Lanka,Erythrina subumbrans,Agathodes ostentalis
Poaceae,Oryza,sativa,Pyralidae,Cnaphalocrocis,medinalis,Old World,Oryza sativa,Cnaphalocrocis medinalis
Ulmaceae,Ulmus,thomasii,Pyralidae,Canarsia,ulmiarrosorella,Canada,Ulmus thomasii,Canarsia ulmiarrosorella
Fabaceae,Cassia,grandis,Pyralidae,Anypsipyla,univitella,Neotropical,Cassia grandis,Anypsipyla univitella
Amaranthaceae,Beta,vulgaris,Pyralidae,Achyra,similalis,Nearctic,Beta vulgaris,Achyra similalis
Fabaceae,Erythrina,fusca,Pyralidae,Agathodes,ostentalis,Thailand,Erythrina fusca,Agathodes ostentalis
Poaceae,Paspalum,conjugatum,Pyralidae,Cnaphalocrocis,medinalis,Old World,Paspalum conjugatum,Cnaphalocrocis medinalis
Rubiaceae,Hydnophytum,,Pyralidae,Cangetta,aurantiaca,New Guinea,Hydnophytum,Cangetta aurantiaca
Fabaceae,Gliricidia,,Pyralidae,Aphomia,,West Malaysia,Gliricidia,Aphomia
Juglandaceae,Carya,,Pyralidae,Acrobasis,alyi,Nearctic,Carya,Acrobasis alyi
Fabaceae,Erythrina,orientalis,Pyralidae,Agathodes,ostentalis,India,Erythrina orientalis,Agathodes ostentalis
Poaceae,Sacciolepis,interrupta,Pyralidae,Cnaphalocrocis,medinalis,Old World,Sacciolepis interrupta,Cnaphalocrocis medinalis
Myrtaceae,Melaleuca,leucadendra,Pyralidae,Canipsa,poliochyta,Australia,Melaleuca leucadendra,Canipsa poliochyta
Juglandaceae,Carya,,Pyralidae,Acrobasis,angusella,Canada,Carya,Acrobasis angusella
Fabaceae,Erythrina,variegata,Pyralidae,Agathodes,ostentalis,Thailand,Erythrina variegata,Agathodes ostentalis
Poaceae,Oryza,sativa,Pyralidae,Cnaphalocrocis,medinalis,Sri Lanka,Oryza sativa,Cnaphalocrocis medinalis
Arecaceae,Elaeis,melanococa,Pyralidae,Caphys,bilineata,Colombia,Elaeis melanococa,Caphys bilineata
Insecta,Bombus (Z),,Pyralidae,Aphomia,sociella,Holarctic,Bombus (Z),Aphomia sociella
Juglandaceae,Carya,alba,Pyralidae,Acrobasis,angusella,Nearctic,Carya alba,Acrobasis angusella
Annonaceae,Uvaria,curtisii,Pyralidae,Agathodes,ostentalis,Thailand,Uvaria curtisii,Agathodes ostentalis
Poaceae,Oryza,sativa,Pyralidae,Cnaphalocrocis,medinalis,Andaman & Nicobar Is,Oryza sativa,Cnaphalocrocis medinalis
Musci,Brachythecium,albicans,Pyralidae,Aphomia,zelleri,British Isles,Brachythecium albicans,Aphomia zelleri
Betulaceae,Alnus,,Pyralidae,Acrobasis,betulella,Canada,Alnus,Acrobasis betulella
Poaceae,Oryza,sativa,Pyralidae,Cnaphalocrocis,patnalis,Andaman & Nicobar Is,Oryza sativa,Cnaphalocrocis patnalis
Cyperaceae,Eriophorum,vaginatum,Pyralidae,Catoptria,pinella,British Isles,Eriophorum vaginatum,Catoptria pinella
Salicaceae,Populus,,Pyralidae,Apomyelois,bistriatella,Nearctic,Populus,Apomyelois bistriatella
Betulaceae,Alnus,,Pyralidae,Acrobasis,betulella,USA,Alnus,Acrobasis betulella
Poaceae,Oryza,sativa,Pyralidae,Cnaphalocrocis,poeyalis,Fiji,Oryza sativa,Cnaphalocrocis poeyalis
Meliaceae,Khaya,grandifoliola,Pyralidae,Catopyla,dysorphnaea,Nigeria,Khaya grandifoliola,Catopyla dysorphnaea
Fungi,Daldinia,,Pyralidae,Apomyelois,bistriatella,British Isles,Daldinia,Apomyelois bistriatella
Betulaceae,Betula,nigra,Pyralidae,Acrobasis,betulivorella,Nearctic,Betula nigra,Acrobasis betulivorella
Ceratophyllaceae,Ceratophyllum,demersum,Pyralidae,Aglossodes,perstrigata,East Africa,Ceratophyllum demersum,Aglossodes perstrigata
Poaceae,Oryza,sativa,Pyralidae,Cnaphalocrocis,poeyalis,New Guinea,Oryza sativa,Cnaphalocrocis poeyalis
Meliaceae,Lovoa,trichilioides,Pyralidae,Catopyla,dysorphnaea,Nigeria,Lovoa trichilioides,Catopyla dysorphnaea
Rubiaceae,Gardenia,tubifera,Pyralidae,Archernis,capitalis,West Malaysia,Gardenia tubifera,Archernis capitalis
Tamaricaceae,Tamarix,,Pyralidae,Acrobasis,bithynella,Italy,Tamarix,Acrobasis bithynella
Moraceae,Ficus,,Pyralidae,Agrioglypta,itysalis,Oriental,Ficus,Agrioglypta itysalis
Poaceae,Saccharum,officinarum,Pyralidae,Cnaphalocrocis,suspicalis,New Guinea,Saccharum officinarum,Cnaphalocrocis suspicalis
Convolvulaceae,Cuscuta,gronovii,Pyralidae,Caudellia,apyrella,Nearctic,Cuscuta gronovii,Caudellia apyrella
Euphorbiaceae,Euphorbia,,Pyralidae,Archigalleria,nr. proavitella,Afrotropical,Euphorbia,Archigalleria nr. proavitella
Fagaceae,Quercus,,Pyralidae,Acrobasis,blanchardorum,Nearctic,Quercus,Acrobasis blanchardorum
Poaceae,Oryza,sativa,Pyralidae,Cnaphalocrocis,trapezalis,Pantropical,Oryza sativa,Cnaphalocrocis trapezalis
Fabaceae,Parkia,speciosa,Pyralidae,Cavipalpia,translucidella,West Malaysia,Parkia speciosa,Cavipalpia translucidella
Anacardiaceae,Pistacia,,Pyralidae,Arimania,komaroffi,Palaearctic,Pistacia,Arimania komaroffi
Fagaceae,Quercus,grisea,Pyralidae,Acrobasis,blanchardorum,USA,Quercus grisea,Acrobasis blanchardorum
Poaceae,Festuca,ovina,Pyralidae,Agriphila,inquinatella,British Isles,Festuca ovina,Agriphila inquinatella
Poaceae,Pennisetum,clandestinum,Pyralidae,Cnaphalocrocis,trapezalis,East Africa,Pennisetum clandestinum,Cnaphalocrocis trapezalis
Fabaceae,Parkia,javanica,Pyralidae,Cavipalpia,translucidella,West Malaysia,Parkia javanica,Cavipalpia translucidella
Apiaceae,Daucus,carota,Pyralidae,Arippara,indicator,India,Daucus carota,Arippara indicator
Juglandaceae,Carya,,Pyralidae,Acrobasis,caryae,USA,Carya,Acrobasis caryae
Poaceae,Saccharum,officinarum,Pyralidae,Cnaphalocrocis,trapezalis,India,Saccharum officinarum,Cnaphalocrocis trapezalis
Euphorbiaceae,Sapium,aucuparium,Pyralidae,Cecidipta,excoecariae,Brazil,Sapium aucuparium,Cecidipta excoecariae
Rutaceae,Citrus,,Pyralidae,Asciodes,gordialis,Jamaica,Citrus,Asciodes gordialis
Juglandaceae,Carya,carolinae-septentrio,Pyralidae,Acrobasis,caryae,Nearctic,Carya carolinae-septentrio,Acrobasis caryae
Poaceae,Festuca,ovina,Pyralidae,Agriphila,selasella,British Isles,Festuca ovina,Agriphila selasella
Myrtaceae,Eugenia,cumini,Pyralidae,Coenodomus,hockingi,India,Eugenia cumini,Coenodomus hockingi
Euphorbiaceae,Sapium,glandulosum,Pyralidae,Cecidipta,excoecariae,Brazil,Sapium glandulosum,Cecidipta excoecariae
Nyctaginaceae,Pisonia,aculeata,Pyralidae,Asciodes,gordialis,Nearctic,Pisonia aculeata,Asciodes gordialis
Juglandaceae,Carya,glabra,Pyralidae,Acrobasis,caryae,Nearctic,Carya glabra,Acrobasis caryae
Poaceae,Spartina,maritima,Pyralidae,Agriphila,selasella,British Isles,Spartina maritima,Agriphila selasella
Platanaceae,Platanus,,Pyralidae,Conchylodes,ovulalis,Nearctic,Platanus,Conchylodes ovulalis
Fabaceae,Acacia,karroo,Pyralidae,Ceutholopha,isidis,South Africa,Acacia karroo,Ceutholopha isidis
Zingiberaceae,Elettaria,cardamomum,Pyralidae,Assara,albicostalis,South-East Asia,Elettaria cardamomum,Assara albicostalis
Juglandaceae,Carya,porcina,Pyralidae,Acrobasis,caryae,Nearctic,Carya porcina,Acrobasis caryae
Poaceae,Festuca,,Pyralidae,Agriphila,straminella,Holarctic,Festuca,Agriphila straminella
Asteraceae,Ambrosia,trifida,Pyralidae,Conchylodes,platinalis,USA,Ambrosia trifida,Conchylodes platinalis
Fabaceae,Acacia,farnesiana,Pyralidae,Ceutholopha,isidis,Afrotropical,Acacia farnesiana,Ceutholopha isidis
Lythraceae,Punica,,Pyralidae,Assara,albicostalis,South-East Asia,Punica,Assara albicostalis
Juglandaceae,Carya,,Pyralidae,Acrobasis,caryae,Nearctic,Carya,Acrobasis caryae
Poaceae,Pennisetum,,Pyralidae,Coniesta,ignefusalis,Senegal,Pennisetum,Coniesta ignefusalis
Bignoniaceae,Tabebuia,heterophylla,Pyralidae,Chalcoela,pegasalis,Puerto Rico,Tabebuia heterophylla,Chalcoela pegasalis
Dipterocarpaceae,Shorea,,Pyralidae,Assara,albicostalis,Oriental,Shorea,Assara albicostalis
Juglandaceae,Carya,glabra,Pyralidae,Acrobasis,caryalbella,Nearctic,Carya glabra,Acrobasis caryalbella
Poaceae,Zea,mays,Pyralidae,Agriphila,vulgivagellus,Nearctic,Zea mays,Agriphila vulgivagellus
Poaceae,Pennisetum,americanum,Pyralidae,Coniesta,ignefusalis,Afrotropical,Pennisetum americanum,Coniesta ignefusalis
Poaceae,Oryza,sativa,Pyralidae,Chilo,agamemnon,Old World,Oryza sativa,Chilo agamemnon
Dipterocarpaceae,Shorea,parvifolia,Pyralidae,Assara,albicostalis,Malaysia,Shorea parvifolia,Assara albicostalis
Juglandaceae,Carya,ovata,Pyralidae,Acrobasis,caryalbella,Nearctic,Carya ovata,Acrobasis caryalbella
Myrtaceae,Cleistocalyx,operculatus,Pyralidae,Agrotera,basinotata,India,Cleistocalyx operculatus,Agrotera basinotata
Poaceae,Sorghum,,Pyralidae,Coniesta,ignefusalis,Afrotropical,Sorghum,Coniesta ignefusalis
Poaceae,Zea,mays,Pyralidae,Chilo,agamemnon,Old World,Zea mays,Chilo agamemnon
Anacardiaceae,Mangifera,indica,Pyralidae,Assara,albicostalis,East Malaysia,Mangifera indica,Assara albicostalis
Juglandaceae,Carya,illinoinensis,Pyralidae,Acrobasis,caryivorella,Nearctic,Carya illinoinensis,Acrobasis caryivorella
Myrtaceae,Eugenia,aquea,Pyralidae,Agrotera,basinotata,West Malaysia,Eugenia aquea,Agrotera basinotata
Poaceae,Sorghum,bicolor,Pyralidae,Coniesta,ignefusalis,Afrotropical,Sorghum bicolor,Coniesta ignefusalis
Dipterocarpaceae,Shorea,macroptera,Pyralidae,Assara,albicostalis,West Malaysia,Shorea macroptera,Assara albicostalis
Fagaceae,Quercus,turbinella,Pyralidae,Acrobasis,comptella,Nearctic,Quercus turbinella,Acrobasis comptella
Lythraceae,Lagerstroemia,speciosa,Pyralidae,Agrotera,basinotata,India,Lagerstroemia speciosa,Agrotera basinotata
Malvaceae,Urena,lobata,Pyralidae,Conobathra,atelogramma,India,Urena lobata,Conobathra atelogramma
Poaceae,Oryza,sativa,Pyralidae,Chilo,aleniella,Sierra Leone,Oryza sativa,Chilo aleniella
Dipterocarpaceae,Shorea,parvifolia,Pyralidae,Assara,albicostalis,West Malaysia,Shorea parvifolia,Assara albicostalis
Myricaceae,Comptonia,peregrina,Pyralidae,Acrobasis,comptoniella,Nearctic,Comptonia peregrina,Acrobasis comptoniella
Lythraceae,Lagerstroemia,,Pyralidae,Agrotera,basinotata,West Malaysia,Lagerstroemia,Agrotera basinotata
Fagaceae,Quercus,variabilis,Pyralidae,Conobathra,tricolorella,Japan,Quercus variabilis,Conobathra tricolorella
Poaceae,Oryza,,Pyralidae,Chilo,auricilia,India,Oryza,Chilo auricilia
Pinaceae,Pinus,gerardiana,Pyralidae,Assara,cedrella,India,Pinus gerardiana,Assara cedrella
Corylaceae,Corylus,americana,Pyralidae,Acrobasis,coryliella,Nearctic,Corylus americana,Acrobasis coryliella
Rutaceae,Euodia,latifolia,Pyralidae,Agrotera,coelatalis,West Malaysia,Euodia latifolia,Agrotera coelatalis
Dipterocarpaceae,Dipterocarpus,crinitus,Pyralidae,Conogethes,evaxalis,Malaysia,Dipterocarpus crinitus,Conogethes evaxalis
Poaceae,Oryza,sativa,Pyralidae,Chilo,auricilia,Sabah,Oryza sativa,Chilo auricilia
Pinaceae,Pinus,gerardiana,Pyralidae,Assara,cedrella,Indian subregion,Pinus gerardiana,Assara cedrella
Juglandaceae,Carya,illinoinensis,Pyralidae,Acrobasis,evanescentella,USA,Carya illinoinensis,Acrobasis evanescentella
Fagaceae,Quercus,variabilis,Pyralidae,Agrotera,posticalis,Japan,Quercus variabilis,Agrotera posticalis
Pinaceae,Abies,,Pyralidae,Conogethes,punctiferalis,Indo-Australian,Abies,Conogethes punctiferalis
Poaceae,Sorghum,,Pyralidae,Chilo,auricilia,Oriental,Sorghum,Chilo auricilia
Pinaceae,Cedrus,libani,Pyralidae,Assara,cedrella,India,Cedrus libani,Assara cedrella
Fagaceae,Quercus,suber,Pyralidae,Acrobasis,glaucella,Morocco,Quercus suber,Acrobasis glaucella
Cactaceae,Opuntia,,Pyralidae,Alberada,parabates,New World,Opuntia,Alberada parabates
Annonaceae,Annona,,Pyralidae,Conogethes,punctiferalis,Australia,Annona,Conogethes punctiferalis
Poaceae,Oryza,sativa,Pyralidae,Chilo,auricilia,Thailand,Oryza sativa,Chilo auricilia
Pinaceae,Picea,abies,Pyralidae,Assara,cedrella,India,Picea abies,Assara cedrella
Juglandaceae,Carya,illinoinensis,Pyralidae,Acrobasis,hebescella,Nearctic,Carya illinoinensis,Acrobasis hebescella
Bixaceae,Bixa,orellana,Pyralidae,Conogethes,punctiferalis,West Malaysia,Bixa orellana,Conogethes punctiferalis
Poaceae,Pennisetum,glaucum,Pyralidae,Chilo,diffusilinea,Afrotropical,Pennisetum glaucum,Chilo diffusilinea
Pinaceae,Picea,abies,Pyralidae,Assara,terebrella,Palaearctic,Picea abies,Assara terebrella
Fagaceae,Quercus,,Pyralidae,Acrobasis,hebescella,Nearctic,Quercus,Acrobasis hebescella
Fabaceae,Acacia,farnesiana,Pyralidae,Amyelois,transitella,Neotropical,Acacia farnesiana,Amyelois transitella
Rutaceae,Citrus,,Pyralidae,Conogethes,punctiferalis,Australia,Citrus,Conogethes punctiferalis
Poaceae,Zea,mays,Pyralidae,Chilo,diffusilinea,Afrotropical,Zea mays,Chilo diffusilinea
Dipterocarpaceae,Dipterocarpus,tuberculatus,Pyralidae,Assara,tuberculosa,Oriental,Dipterocarpus tuberculatus,Assara tuberculosa
Juglandaceae,Juglans,nigra,Pyralidae,Acrobasis,indigenella,Nearctic,Juglans nigra,Acrobasis indigenella
Fabaceae,Acacia,farnesiana,Pyralidae,Amyelois,transitella,USA,Acacia farnesiana,Amyelois transitella
Fabaceae,Flemingia,,Pyralidae,Conogethes,punctiferalis,Indo-Australian,Flemingia,Conogethes punctiferalis
Poaceae,Andropogon,,Pyralidae,Chilo,ikri,India,Andropogon,Chilo ikri
Melastomataceae,Clidemia,hirta,Pyralidae,Ategumia,ebulealis,Hawaii,Clidemia hirta,Ategumia ebulealis
Rosaceae,Pyrus,,Pyralidae,Acrobasis,indigenella,Nearctic,Pyrus,Acrobasis indigenella
Fabaceae,Cajanus,cajan,Pyralidae,Amyelois,transitella,USA [interception],Cajanus cajan,Amyelois transitella
Asteraceae,Helianthus,annuus,Pyralidae,Conogethes,punctiferalis,China,Helianthus annuus,Conogethes punctiferalis
Poaceae,Oryza,sativa,Pyralidae,Chilo,infuscatellus,Old World,Oryza sativa,Chilo infuscatellus
Melastomataceae,Melastoma,deficidum,Pyralidae,Ategumia,fatualis,Indo-Australian,Melastoma deficidum,Ategumia fatualis
Rosaceae,Crataegus,,Pyralidae,Acrobasis,indigenella,Nearctic,Crataegus,Acrobasis indigenella
Fabaceae,Cassia,grandis,Pyralidae,Amyelois,transitella,Neotropical,Cassia grandis,Amyelois transitella
Proteaceae,Macadamia,,Pyralidae,Conogethes,punctiferalis,Australia,Macadamia,Conogethes punctiferalis
Poaceae,Saccharum,officinarum,Pyralidae,Chilo,infuscatellus,Indonesia,Saccharum officinarum,Chilo infuscatellus
Melastomataceae,Melastoma,malabathricum,Pyralidae,Ategumia,fatualis,Indo-Australian,Melastoma malabathricum,Ategumia fatualis
Juglandaceae,Carya,,Pyralidae,Acrobasis,juglandis,USA,Carya,Acrobasis juglandis
Fabaceae,Cassia,grandis,Pyralidae,Amyelois,transitella,USA,Cassia grandis,Amyelois transitella
Anacardiaceae,Mangifera,indica,Pyralidae,Conogethes,punctiferalis,India,Mangifera indica,Conogethes punctiferalis
Araliaceae,Schefflera,macrocarpum,Pyralidae,Azamora,sp.,Brazil,Schefflera macrocarpum,Azamora sp.
Juglandaceae,Carya,illinoinensis,Pyralidae,Acrobasis,juglandis,USA,Carya illinoinensis,Acrobasis juglandis
Rutaceae,Citrus,sinensis,Pyralidae,Amyelois,transitella,Nearctic,Citrus sinensis,Amyelois transitella
Anacardiaceae,Mangifera,indica,Pyralidae,Conogethes,punctiferalis,Indo-Australian,Mangifera indica,Conogethes punctiferalis
Poaceae,Eleusine,coracana,Pyralidae,Chilo,orichalcociliella,Afrotropical,Eleusine coracana,Chilo orichalcociliella
Moraceae,Ficus,prinoides,Pyralidae,Azochis,gripusalis,Brazil,Ficus prinoides,Azochis gripusalis
Juglandaceae,Juglans,nigra,Pyralidae,Acrobasis,juglandis,USA,Juglans nigra,Acrobasis juglandis
Rubiaceae,Coffea,,Pyralidae,Amyelois,transitella,Brazil,Coffea,Amyelois transitella
Rubiaceae,Morinda,citrifolia,Pyralidae,Conogethes,punctiferalis,India,Morinda citrifolia,Conogethes punctiferalis
Poaceae,Panicum,,Pyralidae,Chilo,orichalcociliella,Afrotropical,Panicum,Chilo orichalcociliella
Insecta,Saissetia (Z),,Pyralidae,Baphala,goyensis,Neotropical,Saissetia (Z),Baphala goyensis
Fagaceae,Quercus,marilandica,Pyralidae,Acrobasis,minimella,Nearctic,Quercus marilandica,Acrobasis minimella
Moraceae,Ficus,carica,Pyralidae,Amyelois,transitella,Nearctic,Ficus carica,Amyelois transitella
Sapindaceae,Nephelium,lappaceum,Pyralidae,Conogethes,punctiferalis,West Malaysia,Nephelium lappaceum,Conogethes punctiferalis
Poaceae,Coix,lacryma-jobi,Pyralidae,Chilo,partellus,Old World,Coix lacryma-jobi,Chilo partellus
Insecta,Toumeyella (Z),,Pyralidae,Baphala,homeosamella,Neotropical,Toumeyella (Z),Baphala homeosamella
Juglandaceae,Carya,,Pyralidae,Acrobasis,normella,USA,Carya,Acrobasis normella
Juglandaceae,Juglans,regia,Pyralidae,Amyelois,transitella,USA,Juglans regia,Amyelois transitella
Rosaceae,Prunus,persica,Pyralidae,Conogethes,punctiferalis,Indo-Australian,Prunus persica,Conogethes punctiferalis
Poaceae,Pennisetum,americanum,Pyralidae,Chilo,partellus,East Africa,Pennisetum americanum,Chilo partellus
Poaceae,Oryza,sativa,Pyralidae,Bleszynskia,malacelloides,Sabah,Oryza sativa,Bleszynskia malacelloides
Juglandaceae,Carya,illinoinensis,Pyralidae,Acrobasis,nuxvorella,Nearctic,Carya illinoinensis,Acrobasis nuxvorella
Rosaceae,Malus,pumila,Pyralidae,Amyelois,transitella,Nearctic,Malus pumila,Amyelois transitella
Euphorbiaceae,Ricinus,communis,Pyralidae,Conogethes,punctiferalis,West Malaysia,Ricinus communis,Conogethes punctiferalis
Poaceae,Pennisetum,glaucum,Pyralidae,Chilo,partellus,Old World,Pennisetum glaucum,Chilo partellus
Poaceae,Zea,mays,Pyralidae,Bleszynskia,malacellus,Old World,Zea mays,Bleszynskia malacellus
Rosaceae,Malus,pumila,Pyralidae,Acrobasis,obtusella,Palaearctic,Malus pumila,Acrobasis obtusella
Arecaceae,Phoenix,dactylifera,Pyralidae,Amyelois,transitella,USA,Phoenix dactylifera,Amyelois transitella
Poaceae,Sorghum,,Pyralidae,Conogethes,punctiferalis,Australia,Sorghum,Conogethes punctiferalis
Poaceae,Zea,mays,Pyralidae,Chilo,partellus,Pakistan,Zea mays,Chilo partellus
Rutaceae,Euodia,latifolia,Pyralidae,Bocchoris,danalis,West Malaysia,Euodia latifolia,Bocchoris danalis
Juglandaceae,Carya,carolinae-septentrio,Pyralidae,Acrobasis,palliolella,Nearctic,Carya carolinae-septentrio,Acrobasis palliolella
Rosaceae,Prunus,persica,Pyralidae,Amyelois,transitella,USA [interception],Prunus persica,Amyelois transitella
Verbenaceae,Tectona,grandis,Pyralidae,Conogethes,punctiferalis,Indo-Australian,Tectona grandis,Conogethes punctiferalis
Poaceae,Sorghum,,Pyralidae,Chilo,partellus,Old World tropics,Sorghum,Chilo partellus
Lythraceae,Sonneratia,alba,Pyralidae,Boeotarcha,crassicornis,Singapore,Sonneratia alba,Boeotarcha crassicornis
Ericaceae,Erica,scoparia,Pyralidae,Acrobasis,porphyrella,Palaearctic,Erica scoparia,Acrobasis porphyrella
Rosaceae,Pyrus,communis,Pyralidae,Amyelois,transitella,USA [interception],Pyrus communis,Amyelois transitella
